WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,ConvDF,Lat,Long,WEEK,MONTH,YEAR
AB/06-08-093-09W4/0,SYNCRUDE 118N01 6-8-93-9,497125,0Y80,Boart Longyear Canada,41,06 Feb 2021 06:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-07,8093094,8093094,57.05351108,-111.4009069,5,2,2021.0
AA/08-08-093-09W4/0,SYNCRUDE 119N01 8-8-93-9,497126,0Y80,Boart Longyear Canada,47,07 Feb 2021 02:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-07,8093094,8093094,57.05351108,-111.4009069,5,2,2021.0
02/16-19-016-13W4/0,TXNE 16D-13 HZ BANTRY 16-19-16-13,498886,A1TW,Bonanza Drilling Inc.,8,23 Jan 2021 04:00:00 PM,Medicine Hat,A7NW,Torxen Energy Ltd.,,Drill To LD,2021-01-23,19016134,19016134,50.36113542,-111.7689589,3,1,2021.0
02/13-36-034-03W4/0,RHE 102 PROVOST 13-36-34-3,496166,0GE9,Tempco Drilling Company Inc.,6,23 Jan 2021 12:30:00 AM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Drill To LD,2021-01-23,36034034,36034034,51.96171461,-110.2885159,3,1,2021.0
02/01-34-035-09W4/0,KARVE 102 HZ PROVOST 1-34-35-9,498643,0GE9,Tempco Drilling Company Inc.,8,22 Jan 2021 11:30:00 PM,Wainwright,A7BT,Karve Energy Inc.,,Resumption,2021-01-23,34035094,34035094,52.0484007,-111.1954761,3,1,2021.0
00/11-36-036-04W4/0,SURGE ENERGY HZ PROVOST 11-36-36-4,498899,0Y52,Precision Drilling Corporation,145,22 Jan 2021 06:15:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Drill To LD,2021-01-23,36036044,36036044,52.13565307,-110.4336541,3,1,2021.0
02/04-28-044-10W5/0,TQN FERRIER 4-28-44-10,499185,0Y52,Precision Drilling Corporation,231,23 Jan 2021 02:00:00 PM,Red Deer,A2TG,TAQA North Ltd.,,Drill To LD,2021-01-23,28044105,28044105,52.82163434,-115.379796,3,1,2021.0
02/04-31-046-07W5/0,BONTERRA HZ 102 PEMBINA 4-31-46-7,499249,A2EN,Ironhand Drilling Inc.,1,22 Jan 2021 03:30:00 PM,Drayton Valley,0XZ4,Bonterra Energy Corp.,,Drill To LD,2021-01-23,31046075,31046075,53.01140189,-114.9924437,3,1,2021.0
00/04-16-048-25W4/0,NEP DD LEDUC-WB 4-16-48-25,499139,A6EC,Twilight Drilling Ltd.,2,22 Jan 2021 10:15:00 PM,St. Albert,A637,NEP Canada ULC,,Drill To LD,2021-01-23,16048254,16048254,53.14145668,-113.5860194,3,1,2021.0
00/13-03-052-16W5/0,TOURMALINE HZ EDSON 13-3-52-16,498509,A6PR,Nabors Drilling Canada Limited,16,23 Jan 2021 05:00:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Drill To LD,2021-01-23,3052165,3052165,53.46119944,-116.2620077,3,1,2021.0
02/13-34-061-26W4/0,RHE 100 WESTLOCK 13-34-61-26,499196,A57H,Predator Drilling Inc.,27,23 Jan 2021 11:00:00 AM,St. Albert,A6W2,Rolling Hills Energy Ltd.,,Set Surface,2021-01-23,34061264,34061264,54.31939142,-113.8005715,3,1,2021.0
02/09-22-064-05W6/0,7GEN HZ 102 KAKWA 9-22-64-5,498555,A6PR,Nabors Drilling Canada Limited,5,23 Jan 2021 06:15:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Resumption,2021-01-23,22064056,22064056,54.55250091,-118.6549438,3,1,2021.0
00/09-27-066-04W6/0,PARA HZ KARR 9-27-66-4,498786,A5DR,Fox Drilling Inc.,3,23 Jan 2021 04:00:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Drill To LD,2021-01-23,27066046,27066046,54.74165136,-118.5038919,3,1,2021.0
00/12-23-074-25W4/0,HWX MARTENH 12-23-74-25,498853,A2CL,Komat Drilling Ltd.,3,22 Jan 2021 12:00:00 AM,St. Albert,A8DL,Headwater Exploration Inc.,,Set Surface,2021-01-23,23074254,23074254,55.42448404,-113.7246578,3,1,2021.0
00/01-35-074-25W4/0,HWX MARTENH 1-35-74-25,498849,A2CL,Komat Drilling Ltd.,3,23 Jan 2021 12:55:00 AM,St. Albert,A8DL,Headwater Exploration Inc.,,Set Surface,2021-01-23,35074254,35074254,55.45357068,-113.7246583,3,1,2021.0
00/01-21-075-26W4/0,SPL 1-24 HZ MARTENH 1-21-75-26,498538,0Y52,Precision Drilling Corporation,149,22 Jan 2021 07:30:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2021-01-23,21075264,21075264,55.51200042,-113.9650244,3,1,2021.0
AB/10-28-076-05W4/0,CVE A10 HARDY 10-28-76-5,498392,0Y52,Precision Drilling Corporation,254,23 Jan 2021 02:22:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-23,28076054,28076054,55.61363569,-110.7044933,3,1,2021.0
00/01-23-079-12W6/0,CNRL HZ GORD 1-23-79-12,490752,A0KC,Horizon Drilling Inc.,48,23 Jan 2021 12:00:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-23,23079126,23079126,55.8616116,-119.7491982,3,1,2021.0
AB/08-12-093-10W4/0,SYNCRUDE 123N01 8-12-93-10,497131,0Y80,Boart Longyear Canada,47,23 Jan 2021 01:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-23,12093104,12093104,57.05349944,-111.454556,3,1,2021.0
AB/15-14-093-10W4/0,SYNCRUDE 077N01 15-14-93-10,497065,0Y80,Boart Longyear Canada,41,22 Jan 2021 07:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-23,14093104,14093104,57.06813866,-111.4813998,3,1,2021.0
02/05-01-035-08W4/0,TAC 2-12 HZ 102 PROVOST 5-1-35-8,498917,0GE9,Tempco Drilling Company Inc.,5,02 Feb 2021 09:00:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-02-03,1035084,1035084,51.97600773,-111.0050864,5,2,2021.0
03/15-32-036-03W4/0,SURGE ENERGY 103 PROVOST 15-32-36-3,499244,0Y52,Precision Drilling Corporation,145,03 Feb 2021 10:45:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2021-02-03,32036034,32036034,52.13567452,-110.3860374,5,2,2021.0
04/05-31-046-07W5/0,BONTERRA HZ 104 PEMBINA 5-31-46-7,499251,A2EN,Ironhand Drilling Inc.,1,03 Feb 2021 03:00:00 PM,Drayton Valley,0XZ4,Bonterra Energy Corp.,,Drill To LD,2021-02-03,31046075,31046075,53.01140189,-114.9924437,5,2,2021.0
02/10-20-049-11W5/0,WHITECAP PEMBINA 10-20-49-11,499065,A0KC,Horizon Drilling Inc.,43,02 Feb 2021 10:00:00 PM,Drayton Valley,A5BE,Whitecap Resources Inc.,,Drill To LD,2021-02-03,20049115,20049115,53.24331665,-115.5620557,5,2,2021.0
00/10-10-055-05W4/0,CNRL 10A LNDBRGH 10-10-55-5,491446,0Z41,Ensign Drilling Inc.,218,02 Feb 2021 06:00:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-02-03,10055054,10055054,53.73694152,-110.6489504,5,2,2021.0
W0/03-28-061-03W6/0,STRATH-CONA HZ KAKWA 3-28-61-3,499097,0Y52,Precision Drilling Corporation,529,03 Feb 2021 12:15:00 PM,Grande Prairie,A8FG,Strathcona Resources Ltd.,,Drill To LD,2021-02-03,28061036,28061036,54.30507064,-118.3751793,5,2,2021.0
AA/13-16-066-03W4/0,IMP S02-OB02 LEMING 13-16-66-3,498817,A08C,Savanna Drilling Corp.,447,02 Feb 2021 04:30:00 PM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2021-02-03,16066034,16066034,54.7115663,-110.3841886,5,2,2021.0
05/04-01-072-09W6/0,OVV HZ 105 WEMBLEY 4-1-72-9,498690,0Y52,Precision Drilling Corporation,534,02 Feb 2021 06:00:00 PM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2021-02-03,1072096,1072096,55.20698006,-119.2310002,5,2,2021.0
04/16-26-074-25W4/0,HWX MARTENH 16-26-74-25,498874,A08C,Savanna Drilling Corp.,425,03 Feb 2021 04:45:00 AM,St. Albert,A8DL,Headwater Exploration Inc.,,Drill To LD,2021-02-03,26074254,26074254,55.43911772,-113.7246581,5,2,2021.0
03/09-22-076-07W5/0,TAC 9-23 HZ 103 NIPISI 9-22-76-7,499440,A2CL,Komat Drilling Ltd.,3,03 Feb 2021 02:00:00 AM,St. Albert,A5TT,Tamarack Acquisition Corp.,,Set Surface,2021-02-03,22076075,22076075,55.59934427,-114.9846838,5,2,2021.0
12/09-19-077-05W4/2,MEG AF2N HARDY 9-19-77-5,483791,0Y52,Precision Drilling Corporation,140,02 Feb 2021 11:00:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Resumption,2021-02-03,19077054,19077054,55.68625552,-110.7562558,5,2,2021.0
02/03-31-078-12W6/0,BIR 14-6 HZ 102 PCOUPE 3-31-78-12,499070,0Z41,Ensign Drilling Inc.,137,02 Feb 2021 11:45:00 PM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Resumption,2021-02-03,31078126,31078126,55.80311365,-119.836321,5,2,2021.0
00/15-21-079-07W6/0,R S R HZ MIRAGE 15-21-79-7,498507,0Y52,Precision Drilling Corporation,182,03 Feb 2021 07:15:00 AM,Grande Prairie,A7CZ,Rising Star Resources Ltd.,,Drill To LD,2021-02-03,21079076,21079076,55.8616058,-119.0185105,5,2,2021.0
AA/13-08-093-09W4/0,SYNCRUDE 100N01 13-8-93-9,497097,0Y80,Boart Longyear Canada,41,03 Feb 2021 06:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-03,8093094,8093094,57.05351108,-111.4009069,5,2,2021.0
AD/14-08-093-09W4/0,SYNCRUDE 29ROVCH194250L01 14-8-93-9,493284,0Y80,Boart Longyear Canada,47,03 Feb 2021 03:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-03,8093094,8093094,57.05351108,-111.4009069,5,2,2021.0
AA/05-17-093-09W4/0,SYNCRUDE 093N01 5-17-93-9,497090,0Y80,Boart Longyear Canada,37,03 Feb 2021 12:15:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-03,17093094,17093094,57.06814282,-111.4009048,5,2,2021.0
AA/07-17-093-09W4/0,SYNCRUDE 29ROVCH194241L01 7-17-93-9,493272,0Y80,Boart Longyear Canada,47,02 Feb 2021 10:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-03,17093094,17093094,57.06814282,-111.4009048,5,2,2021.0
AC/01-19-093-09W4/0,SYNCRUDE 145N01 1-19-93-9,497161,0Y80,Boart Longyear Canada,32,03 Feb 2021 10:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-03,19093094,19093094,57.08258595,-111.4277215,5,2,2021.0
02/02-22-039-24W4/0,ENHANCEENERGY CLIVE 2-22-39-24,498862,0ZG2,Excalibur Drilling Ltd.,14,13 Jan 2021 11:05:00 AM,Red Deer,A216,Enhance Energy Inc.,,Drill To LD,2021-01-13,22039244,22039244,52.3686036,-113.363547,2,1,2021.0
00/02-32-041-01W4/0,LONGSHORE HZ HAYTER 2-32-41-1,499116,0GE9,Tempco Drilling Company Inc.,3,13 Jan 2021 11:45:00 AM,Wainwright,A76W,Longshore Resources Ltd.,,Drill To LD,2021-01-13,32041014,32041014,52.57217578,-110.1008673,2,1,2021.0
00/14-11-044-14W5/0,TOURMALINE HZ BRAZR 14-11-44-14,498938,0Z41,Ensign Drilling Inc.,T038,13 Jan 2021 03:00:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-13,11044145,11044145,52.77789961,-115.9116694,2,1,2021.0
00/14-31-048-12W5/0,WESTBRICK HZ PEMBINA 14-31-48-12,499085,A08C,Savanna Drilling Corp.,652,13 Jan 2021 01:15:00 PM,Drayton Valley,A5WB,Westbrick Energy Ltd.,,Drill To LD,2021-01-13,31048125,31048125,53.18508216,-115.7326221,2,1,2021.0
00/12-08-050-10W5/0,WHITECAP PEMBINA 12-8-50-10,496798,A0KC,Horizon Drilling Inc.,43,12 Jan 2021 07:27:00 PM,Drayton Valley,A5BE,Whitecap Resources Inc.,,Drill To LD,2021-01-13,8050105,8050105,53.30154102,-115.4156837,2,1,2021.0
00/08-06-056-20W5/0,PEYTO SUNDANCE 8-6-56-20,496376,0Z41,Ensign Drilling Inc.,432,12 Jan 2021 05:30:00 PM,Drayton Valley,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2021-01-13,6056205,6056205,53.81014161,-116.9496769,2,1,2021.0
00/13-35-063-04W6/0,7GEN HZ KAKWA 13-35-63-4,498581,A6PR,Nabors Drilling Canada Limited,17,13 Jan 2021 01:30:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2021-01-13,35063046,35063046,54.49428211,-118.4787021,2,1,2021.0
02/16-15-064-06W6/0,7GEN HZ 102 KAKWA 16-15-64-6,498928,A6GJ,Dc Drilling Inc.,1,12 Jan 2021 08:45:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2021-01-13,15064066,15064066,54.53806561,-118.8058884,2,1,2021.0
08/13-09-065-03W4/2,IMP G02-23ST COLD LK 13-9-65-3,222379,0Z41,Ensign Drilling Inc.,1201,13 Jan 2021 08:00:00 AM,Bonnyville,0007,Imperial Oil Resources Limited,,Resumption,2021-01-13,9065034,9065034,54.60970431,-110.3840054,2,1,2021.0
00/13-14-074-25W4/0,DELTASTREAM MARTENH 13-14-74-25,498314,A0KC,Horizon Drilling Inc.,51,13 Jan 2021 07:00:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Resumption,2021-01-13,14074254,14074254,55.41003099,-113.7246576,2,1,2021.0
00/15-08-075-25W4/0,DELTASTREAM MARTENH 15-8-75-25,498828,A2CL,Komat Drilling Ltd.,3,12 Jan 2021 08:30:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2021-01-13,8075254,8075254,55.48263795,-113.8356459,2,1,2021.0
12/01-16-076-06W4/0,CVE G05P01 LEISMER 1-16-76-6,498974,0Z41,Ensign Drilling Inc.,141,13 Jan 2021 03:38:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-13,16076064,16076064,55.58456271,-110.8597761,2,1,2021.0
AC/06-19-093-09W4/0,SYNCRUDE 071N01 6-19-93-9,497182,A1YG,Big Country Drilling Ltd.,3,13 Jan 2021 04:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-13,19093094,19093094,57.08258595,-111.4277215,2,1,2021.0
AA/12-26-093-10W4/0,SYNCRUDE 044N01 12-26-93-10,497432,0Y80,Boart Longyear Canada,47,13 Jan 2021 02:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-13,26093104,26093104,57.09722693,-111.4814114,2,1,2021.0
AB/13-26-093-10W4/0,SYNCRUDE 29ROVCH194303L0 13-26-93-10,493341,0Y80,Boart Longyear Canada,41,12 Jan 2021 08:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-13,26093104,26093104,57.09722693,-111.4814114,2,1,2021.0
AB/14-26-093-10W4/0,SYNCRUDE 032N01 14-26-93-10,497081,0Y80,Boart Longyear Canada,41,13 Jan 2021 10:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-13,26093104,26093104,57.09722693,-111.4814114,2,1,2021.0
AA/14-35-093-10W4/0,SYNCRUDE 009N01 14-35-93-10,497055,A1YG,Big Country Drilling Ltd.,6,12 Jan 2021 08:45:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-13,35093104,35093104,57.11168027,-111.4813806,2,1,2021.0
06/04-02-095-06W4/2,SUNCOR P4P9B FIREBAG 4-2-95-6,291140,0Y52,Precision Drilling Corporation,151,13 Jan 2021 10:00:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2021-01-13,2095064,2095064,57.21366247,-110.8464522,2,1,2021.0
AB/10-07-095-06W4/0,SUNCOR FIREBAG 10-7-95-6,498739,A1YG,Big Country Drilling Ltd.,18,12 Jan 2021 09:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2021-01-13,7095064,7095064,57.22811164,-110.954755,2,1,2021.0
00/03-15-095-06W4/0,SUNCOR P131P5 FIREBAG 3-15-95-6,497857,A6PR,Nabors Drilling Canada Limited,102,12 Jan 2021 08:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2021-01-13,15095064,15095064,57.24275071,-110.8735294,2,1,2021.0
00/02-03-052-23W5/0,TOURMALINE HZ PEPPERS 2-3-52-23,498923,A6PR,Nabors Drilling Canada Limited,C34,01 Feb 2021 06:45:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2021-02-01,3052235,3052235,53.46125842,-117.2936529,5,2,2021.0
W0/01-28-061-03W6/0,STRATH-CONA HZ KAKWA 1-28-61-3,499098,0Y52,Precision Drilling Corporation,529,31 Jan 2021 07:15:00 PM,Grande Prairie,A8FG,Strathcona Resources Ltd.,,Set Surface,2021-02-01,28061036,28061036,54.30507064,-118.3751793,5,2,2021.0
00/13-04-063-22W5/0,PCC WAHIGAN 13-4-63-22,496854,0Y52,Precision Drilling Corporation,570,01 Feb 2021 08:45:00 AM,St. Albert,A5LH,PetroChina Canada Ltd.,,Drill To LD,2021-02-01,4063225,4063225,54.42169892,-117.2527372,5,2,2021.0
AB/13-16-066-03W4/0,IMP S02-OV1 LEMING 13-16-66-3,498820,A08C,Savanna Drilling Corp.,447,31 Jan 2021 05:30:00 PM,Bonnyville,0007,Imperial Oil Resources Limited,,Drill To LD,2021-02-01,16066034,16066034,54.7115663,-110.3841886,5,2,2021.0
02/04-07-067-08W6/0,WHITECAP 102 WAPITI 4-7-67-8,498934,0Y52,Precision Drilling Corporation,403,31 Jan 2021 07:30:00 PM,Grande Prairie,A5BE,Whitecap Resources Inc.,,Drill To LD,2021-02-01,7067086,7067086,54.78511785,-119.1956964,5,2,2021.0
AB/05-24-070-04W4/0,CVE A5 FISHER 5-24-70-4,498775,0Y52,Precision Drilling Corporation,171,31 Jan 2021 10:45:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-02-01,24070044,24070044,55.07502764,-110.4633329,5,2,2021.0
05/01-10-076-06W4/2,CVE J01P01 LEISMER 1-10-76-6,470956,0Y52,Precision Drilling Corporation,199,31 Jan 2021 07:00:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Resumption,2021-02-01,10076064,10076064,55.56992515,-110.8338973,5,2,2021.0
03/13-13-079-12W6/0,BIR 5-7 HZ 103 PCOUPES 13-13-79-12,498990,A6PR,Nabors Drilling Canada Limited,77,01 Feb 2021 01:00:00 PM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Drill To LD,2021-02-01,13079126,13079126,55.84708672,-119.7231728,5,2,2021.0
AB/02-07-093-09W4/0,SYNCRUDE 124N01 2-7-93-9,497140,0Y80,Boart Longyear Canada,47,01 Feb 2021 01:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-01,7093094,7093094,57.05350282,-111.4277301,5,2,2021.0
AB/11-17-093-09W4/0,SYNCRUDE 082N01 11-17-93-9,497070,0Y80,Boart Longyear Canada,37,31 Jan 2021 08:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-01,17093094,17093094,57.06814282,-111.4009048,5,2,2021.0
AA/12-17-093-09W4/0,SYNCRUDE 083N01 12-17-93-9,497071,0Y80,Boart Longyear Canada,32,31 Jan 2021 07:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-01,17093094,17093094,57.06814282,-111.4009048,5,2,2021.0
AB/08-18-093-09W4/0,SYNCRUDE 089N01 8-18-93-9,497086,0Y80,Boart Longyear Canada,37,01 Feb 2021 04:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-01,18093094,18093094,57.06813471,-111.4277257,5,2,2021.0
AA/15-20-093-09W4/0,SYNCRUDE 060N01 15-20-93-9,497171,0Y80,Boart Longyear Canada,32,01 Feb 2021 02:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-01,20093094,20093094,57.08259388,-111.4009027,5,2,2021.0
00/01-14-041-11W5/0,PEYTO CHAMBERS 1-14-41-11,499039,A08C,Savanna Drilling Corp.,616,04 Feb 2021 09:00:00 AM,Red Deer,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2021-02-04,14041115,14041115,52.53045219,-115.4648236,5,2,2021.0
03/06-33-042-06W5/0,ENTRADA 103 HZ WILLGR 6-33-42-6,499211,A2EN,Ironhand Drilling Inc.,2,04 Feb 2021 01:30:00 PM,Red Deer,A7DT,Entrada Resources Inc.,,Drill To LD,2021-02-04,33042065,33042065,52.66115654,-114.7935347,5,2,2021.0
00/09-04-043-10W5/0,TQN FERRIER 9-4-43-10,499145,0Y52,Precision Drilling Corporation,225,04 Feb 2021 03:15:00 AM,Red Deer,A2TG,TAQA North Ltd.,,Drill To LD,2021-02-04,4043105,4043105,52.67613736,-115.3798014,5,2,2021.0
00/03-33-044-07W4/0,SURGE ENERGY HZ WAINWR 3-33-44-7,499074,A77K,Star Valley Drilling Ltd.,102,04 Feb 2021 06:06:00 AM,Wainwright,0YK4,Surge Energy Inc.,,Resumption,2021-02-04,33044074,33044074,52.8360007,-110.9473444,5,2,2021.0
00/15-03-052-16W5/0,TOURMALINE HZ EDSON 15-3-52-16,498508,A6PR,Nabors Drilling Canada Limited,16,04 Feb 2021 09:15:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-02-04,3052165,3052165,53.46119944,-116.2620077,5,2,2021.0
AA/07-19-070-03W4/0,CVE C7 FISHER 7-19-70-3,498767,0Y52,Precision Drilling Corporation,171,03 Feb 2021 06:00:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-02-04,19070034,19070034,55.07504021,-110.4379094,5,2,2021.0
AA/05-02-070-04W4/0,CVE B5 FISHER 5-2-70-4,498770,0Y52,Precision Drilling Corporation,144,04 Feb 2021 08:54:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-02-04,2070044,2070044,55.03148337,-110.4887567,5,2,2021.0
00/09-04-075-25W4/0,DELTASTREAM MARTENH 9-4-75-25,498833,A0KC,Horizon Drilling Inc.,51,04 Feb 2021 05:15:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Resumption,2021-02-04,4075254,4075254,55.46818763,-113.8097717,5,2,2021.0
04/05-12-077-05W4/0,MEG DE4P HARDY 5-12-77-5,490953,0Y55,Akita Drilling Ltd.,25,04 Feb 2021 01:45:00 AM,Bonnyville,0Z9C,MEG Energy Corp.,,Resumption,2021-02-04,12077054,12077054,55.65714511,-110.6268493,5,2,2021.0
AA/13-03-093-09W4/0,SYNCRUDE 126N01 13-3-93-9,497142,0Y80,Boart Longyear Canada,41,04 Feb 2021 02:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-04,3093094,3093094,57.03905907,-111.3472567,5,2,2021.0
AA/06-06-093-09W4/0,SYNCRUDE 135N01 6-6-93-9,497151,0Y80,Boart Longyear Canada,37,04 Feb 2021 12:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-04,6093094,6093094,57.03905152,-111.4277344,5,2,2021.0
AB/13-08-093-09W4/0,SYNCRUDE 146N01 13-8-93-9,497162,0Y80,Boart Longyear Canada,47,04 Feb 2021 09:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-04,8093094,8093094,57.05351108,-111.4009069,5,2,2021.0
AB/13-17-093-09W4/0,SYNCRUDE 080N01 13-17-93-9,497068,0Y80,Boart Longyear Canada,32,04 Feb 2021 09:15:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-04,17093094,17093094,57.06814282,-111.4009048,5,2,2021.0
00/04-22-038-28W4/0,VESTA 100- CYGNET 4-22-38-28,499284,A6EC,Twilight Drilling Ltd.,3,05 Feb 2021 05:30:00 AM,Red Deer,A0L1,Vesta Energy Ltd.,,Drill To LD,2021-02-05,22038284,22038284,52.28167701,-113.9092407,5,2,2021.0
00/13-07-044-08W5/0,WESTBRICK HZ WILLGR 13-7-44-8,499349,0Z41,Ensign Drilling Inc.,32,05 Feb 2021 01:45:00 PM,Red Deer,A5WB,Westbrick Energy Ltd.,,Drill To LD,2021-02-05,7044085,7044085,52.77851902,-115.1378365,5,2,2021.0
02/13-15-051-12W5/0,BACCALIEU HZ 102 PEMBINA 13-15-51-12,491940,A0KC,Horizon Drilling Inc.,4,04 Feb 2021 11:30:00 PM,Drayton Valley,A73C,Baccalieu Energy Inc.,,Drill To LD,2021-02-05,15051125,15051125,53.40302306,-115.6723963,5,2,2021.0
02/01-04-068-04W4/0,CNRL OB2 MOORE 1-4-68-4,498804,0Y52,Precision Drilling Corporation,183,04 Feb 2021 10:00:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-02-05,4068044,4068044,54.85692714,-110.5396855,5,2,2021.0
AC/16-24-070-04W4/0,CVE C16 FISHER 16-24-70-4,498778,0Y52,Precision Drilling Corporation,254,04 Feb 2021 11:30:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-02-05,24070044,24070044,55.07502764,-110.4633329,5,2,2021.0
00/16-04-076-05W5/0,SPL 16-06 MARTEN 16-4-76-5,499192,0Y52,Precision Drilling Corporation,147,05 Feb 2021 12:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2021-02-05,4076055,4076055,55.55578995,-114.7000571,5,2,2021.0
00/13-25-076-06W5/0,SPL 11-24 HZ MARTEN 13-25-76-6,498809,0Y52,Precision Drilling Corporation,294,04 Feb 2021 09:30:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2021-02-05,25076065,25076065,55.61396251,-114.7776582,5,2,2021.0
04/08-24-076-07W5/0,TAC 9-23 HZ 104 NIPISI 8-24-76-7,499203,0Y52,Precision Drilling Corporation,185,05 Feb 2021 07:30:00 AM,St. Albert,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-02-05,24076075,24076075,55.59935755,-114.9328907,5,2,2021.0
AB/16-05-093-09W4/0,SYNCRUDE 125N01 16-5-93-9,497141,0Y80,Boart Longyear Canada,41,04 Feb 2021 10:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-05,5093094,5093094,57.03905993,-111.400909,5,2,2021.0
AB/15-06-093-09W4/0,SYNCRUDE 130N01 15-6-93-9,497146,0Y80,Boart Longyear Canada,37,05 Feb 2021 03:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-02-05,6093094,6093094,57.03905152,-111.4277344,5,2,2021.0
